raw_sponsor_name,cleaned_operating_name,parent_company_candidate,mapping_type,review_status,notes,dashboard_sponsor_name,parent_rollup_name_if_approved,recommended_current_use
InCardia Inc.,InCardia Inc.,InCardia Inc.,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,InCardia Inc.,InCardia Inc.,Use dashboard_sponsor_name
InSilico Medicine Hong Kong Limited,InSilico Medicine Hong Kong Limited,InSilico Medicine Hong Kong Limited,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,InSilico Medicine Hong Kong Limited,InSilico Medicine Hong Kong Limited,Use dashboard_sponsor_name
Incepta Pharmaceuticals Ltd,Incepta Pharmaceuticals Ltd,Incepta Pharmaceuticals Ltd,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Incepta Pharmaceuticals Ltd,Incepta Pharmaceuticals Ltd,Use dashboard_sponsor_name
Incyte Corporation,Incyte Corporation,Incyte Corporation,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Incyte Corporation,Incyte Corporation,Use dashboard_sponsor_name
"Indapta Therapeutics, INC.","Indapta Therapeutics, INC.","Indapta Therapeutics, INC.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Indapta Therapeutics, INC.","Indapta Therapeutics, INC.",Use dashboard_sponsor_name
Indication Bioscience LLC,Indication Bioscience LLC,Indication Bioscience LLC,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Indication Bioscience LLC,Indication Bioscience LLC,Use dashboard_sponsor_name
InfanDx AG,InfanDx AG,InfanDx AG,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,InfanDx AG,InfanDx AG,Use dashboard_sponsor_name
"Infectious Diseases Research Collaboration, Uganda","Infectious Diseases Research Collaboration, Uganda","Infectious Diseases Research Collaboration, Uganda",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Infectious Diseases Research Collaboration, Uganda","Infectious Diseases Research Collaboration, Uganda",Use dashboard_sponsor_name
Inflammx Therapeutics Inc,Inflammx Therapeutics Inc,Inflammx Therapeutics Inc,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Inflammx Therapeutics Inc,Inflammx Therapeutics Inc,Use dashboard_sponsor_name
"InfraScan, Inc.","InfraScan, Inc.","InfraScan, Inc.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"InfraScan, Inc.","InfraScan, Inc.",Use dashboard_sponsor_name
Inhatarget Therapeutics,Inhatarget Therapeutics,Inhatarget Therapeutics,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Inhatarget Therapeutics,Inhatarget Therapeutics,Use dashboard_sponsor_name
Inmunova S.A.,Inmunova S.A.,Inmunova S.A.,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Inmunova S.A.,Inmunova S.A.,Use dashboard_sponsor_name
Innervate Radiopharmaceuticals LLC (Formerly: Illumina Radiopharmaceuticals LLC),Innervate Radiopharmaceuticals LLC ,Innervate Radiopharmaceuticals LLC ,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Innervate Radiopharmaceuticals LLC ,Innervate Radiopharmaceuticals LLC ,Use dashboard_sponsor_name
"Innova Vascular, Inc.","Innova Vascular, Inc.","Innova Vascular, Inc.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Innova Vascular, Inc.","Innova Vascular, Inc.",Use dashboard_sponsor_name
Innovalve Bio Medical Ltd.,Innovalve Bio Medical Ltd.,Innovalve Bio Medical Ltd.,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Innovalve Bio Medical Ltd.,Innovalve Bio Medical Ltd.,Use dashboard_sponsor_name
Innovent Biologics (Suzhou) Co. Ltd.,Innovent Biologics  Co. Ltd.,Innovent Biologics  Co. Ltd.,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Innovent Biologics  Co. Ltd.,Innovent Biologics  Co. Ltd.,Use dashboard_sponsor_name
Innoventric LTD,Innoventric LTD,Innoventric LTD,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Innoventric LTD,Innoventric LTD,Use dashboard_sponsor_name
Inogen Inc.,Inogen Inc.,Inogen Inc.,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Inogen Inc.,Inogen Inc.,Use dashboard_sponsor_name
Inotec AMD Limited,Inotec AMD Limited,Inotec AMD Limited,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Inotec AMD Limited,Inotec AMD Limited,Use dashboard_sponsor_name
Inozyme Pharma,Inozyme Pharma,Inozyme Pharma,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Inozyme Pharma,Inozyme Pharma,Use dashboard_sponsor_name
"Inquis Medical, Inc.","Inquis Medical, Inc.","Inquis Medical, Inc.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Inquis Medical, Inc.","Inquis Medical, Inc.",Use dashboard_sponsor_name
"Insight Eyecare Specialties, Inc. dba Vision Source Eyecare,","Insight Eyecare Specialties, Inc. dba Vision Source Eyecare,","Insight Eyecare Specialties, Inc. dba Vision Source Eyecare,",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Insight Eyecare Specialties, Inc. dba Vision Source Eyecare,","Insight Eyecare Specialties, Inc. dba Vision Source Eyecare,",Use dashboard_sponsor_name
"Insight Lifetech Co., Ltd.","Insight Lifetech Co., Ltd.","Insight Lifetech Co., Ltd.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Insight Lifetech Co., Ltd.","Insight Lifetech Co., Ltd.",Use dashboard_sponsor_name
"Insight Medtech Co., Ltd.","Insight Medtech Co., Ltd.","Insight Medtech Co., Ltd.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Insight Medtech Co., Ltd.","Insight Medtech Co., Ltd.",Use dashboard_sponsor_name
Insmed Incorporated,Insmed Incorporated,Insmed Incorporated,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Insmed Incorporated,Insmed Incorporated,Use dashboard_sponsor_name
Institut de Recherches Internationales Servier,Institut de Recherches Internationales Servier,Institut de Recherches Internationales Servier,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Institut de Recherches Internationales Servier,Institut de Recherches Internationales Servier,Use dashboard_sponsor_name
Institut für Pharmakologie und Präventive Medizin,Institut für Pharmakologie und Präventive Medizin,Institut für Pharmakologie und Präventive Medizin,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Institut für Pharmakologie und Präventive Medizin,Institut für Pharmakologie und Präventive Medizin,Use dashboard_sponsor_name
Institut za Rehabilitaciju Sokobanjska Beograd,Institut za Rehabilitaciju Sokobanjska Beograd,Institut za Rehabilitaciju Sokobanjska Beograd,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Institut za Rehabilitaciju Sokobanjska Beograd,Institut za Rehabilitaciju Sokobanjska Beograd,Use dashboard_sponsor_name
Instituto de Investigación Sanitaria Aragón,Instituto de Investigación Sanitaria Aragón,Instituto de Investigación Sanitaria Aragón,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Instituto de Investigación Sanitaria Aragón,Instituto de Investigación Sanitaria Aragón,Use dashboard_sponsor_name
Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,Use dashboard_sponsor_name
Intech Biopharm Ltd.,Intech Biopharm Ltd.,Intech Biopharm Ltd.,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Intech Biopharm Ltd.,Intech Biopharm Ltd.,Use dashboard_sponsor_name
Integra LifeSciences Corporation,Integra LifeSciences Corporation,Integra LifeSciences Corporation,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Integra LifeSciences Corporation,Integra LifeSciences Corporation,Use dashboard_sponsor_name
Integrative Research Laboratories AB,Integrative Research Laboratories AB,Integrative Research Laboratories AB,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Integrative Research Laboratories AB,Integrative Research Laboratories AB,Use dashboard_sponsor_name
Intellia Therapeutics,Intellia Therapeutics,Intellia Therapeutics,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Intellia Therapeutics,Intellia Therapeutics,Use dashboard_sponsor_name
"InterShunt Technologies, Inc.","InterShunt Technologies, Inc.","InterShunt Technologies, Inc.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"InterShunt Technologies, Inc.","InterShunt Technologies, Inc.",Use dashboard_sponsor_name
"Intermountain Health Care, Inc.","Intermountain Health Care, Inc.","Intermountain Health Care, Inc.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Intermountain Health Care, Inc.","Intermountain Health Care, Inc.",Use dashboard_sponsor_name
Interstat LLC,Interstat LLC,Interstat LLC,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Interstat LLC,Interstat LLC,Use dashboard_sponsor_name
"InterveXion Therapeutics, LLC","InterveXion Therapeutics, LLC","InterveXion Therapeutics, LLC",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"InterveXion Therapeutics, LLC","InterveXion Therapeutics, LLC",Use dashboard_sponsor_name
"Intervene Immune, Inc.","Intervene Immune, Inc.","Intervene Immune, Inc.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Intervene Immune, Inc.","Intervene Immune, Inc.",Use dashboard_sponsor_name
"Intervene, Inc.","Intervene, Inc.","Intervene, Inc.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Intervene, Inc.","Intervene, Inc.",Use dashboard_sponsor_name
IntraBio Inc,IntraBio Inc,IntraBio Inc,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,IntraBio Inc,IntraBio Inc,Use dashboard_sponsor_name
Intratech Medical Ltd.,Intratech Medical Ltd.,Intratech Medical Ltd.,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Intratech Medical Ltd.,Intratech Medical Ltd.,Use dashboard_sponsor_name
"Invirsa, Inc.","Invirsa, Inc.","Invirsa, Inc.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Invirsa, Inc.","Invirsa, Inc.",Use dashboard_sponsor_name
Ionetix Corporation,Ionetix Corporation,Ionetix Corporation,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Ionetix Corporation,Ionetix Corporation,Use dashboard_sponsor_name
Ipsen,Ipsen,Ipsen,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Ipsen,Ipsen,Use dashboard_sponsor_name
Isabel Hostettler,Isabel Hostettler,Isabel Hostettler,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Isabel Hostettler,Isabel Hostettler,Use dashboard_sponsor_name
Isotech Ltd,Isotech Ltd,Isotech Ltd,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Isotech Ltd,Isotech Ltd,Use dashboard_sponsor_name
Istituto Romagnolo per lo Studio dei Tumori Dino Amadori IRST S.r.l. IRCCS,Istituto Romagnolo per lo Studio dei Tumori Dino Amadori IRST S.r.l. IRCCS,Istituto Romagnolo per lo Studio dei Tumori Dino Amadori IRST S.r.l. IRCCS,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Istituto Romagnolo per lo Studio dei Tumori Dino Amadori IRST S.r.l. IRCCS,Istituto Romagnolo per lo Studio dei Tumori Dino Amadori IRST S.r.l. IRCCS,Use dashboard_sponsor_name
"JC Medical, Inc., an affiliate of Edwards Lifesciences LLC","JC Medical, Inc., an affiliate of Edwards Lifesciences LLC","JC Medical, Inc., an affiliate of Edwards Lifesciences LLC",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"JC Medical, Inc., an affiliate of Edwards Lifesciences LLC","JC Medical, Inc., an affiliate of Edwards Lifesciences LLC",Use dashboard_sponsor_name
JOTEC GmbH,JOTEC GmbH,JOTEC GmbH,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,JOTEC GmbH,JOTEC GmbH,Use dashboard_sponsor_name
JW Medical Systems Ltd,JW Medical Systems Ltd,JW Medical Systems Ltd,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,JW Medical Systems Ltd,JW Medical Systems Ltd,Use dashboard_sponsor_name
JW Pharmaceutical,JW Pharmaceutical,JW Pharmaceutical,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,JW Pharmaceutical,JW Pharmaceutical,Use dashboard_sponsor_name
Jaime Daniel Mondragon,Jaime Daniel Mondragon,Jaime Daniel Mondragon,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Jaime Daniel Mondragon,Jaime Daniel Mondragon,Use dashboard_sponsor_name
JaxBio Ltd,JaxBio Ltd,JaxBio Ltd,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,JaxBio Ltd,JaxBio Ltd,Use dashboard_sponsor_name
Jazz Pharmaceuticals,Jazz Pharmaceuticals,Jazz Pharmaceuticals,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Jazz Pharmaceuticals,Jazz Pharmaceuticals,Use dashboard_sponsor_name
"Jecho Biopharmaceuticals Co., Ltd.","Jecho Biopharmaceuticals Co., Ltd.","Jecho Biopharmaceuticals Co., Ltd.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Jecho Biopharmaceuticals Co., Ltd.","Jecho Biopharmaceuticals Co., Ltd.",Use dashboard_sponsor_name
Jemincare,Jemincare,Jemincare,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Jemincare,Jemincare,Use dashboard_sponsor_name
"JenaValve Technology, Inc.","JenaValve Technology, Inc.","JenaValve Technology, Inc.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"JenaValve Technology, Inc.","JenaValve Technology, Inc.",Use dashboard_sponsor_name
Jenscare Innovation Inc.,Jenscare Innovation Inc.,Jenscare Innovation Inc.,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Jenscare Innovation Inc.,Jenscare Innovation Inc.,Use dashboard_sponsor_name
Ji Xing Pharmaceuticals Australia Pty Ltd,Ji Xing Pharmaceuticals Australia Pty Ltd,Ji Xing Pharmaceuticals Australia Pty Ltd,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Ji Xing Pharmaceuticals Australia Pty Ltd,Ji Xing Pharmaceuticals Australia Pty Ltd,Use dashboard_sponsor_name
"Jiangsu CED Medtech Co., Ltd","Jiangsu CED Medtech Co., Ltd","Jiangsu CED Medtech Co., Ltd",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Jiangsu CED Medtech Co., Ltd","Jiangsu CED Medtech Co., Ltd",Use dashboard_sponsor_name
"Jiangsu Chia Tai Fenghai Pharmaceutical Co., Ltd.","Jiangsu Chia Tai Fenghai Pharmaceutical Co., Ltd.","Jiangsu Chia Tai Fenghai Pharmaceutical Co., Ltd.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Jiangsu Chia Tai Fenghai Pharmaceutical Co., Ltd.","Jiangsu Chia Tai Fenghai Pharmaceutical Co., Ltd.",Use dashboard_sponsor_name
"Jiangsu Famous Medical Technology Co., Ltd.","Jiangsu Famous Medical Technology Co., Ltd.","Jiangsu Famous Medical Technology Co., Ltd.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Jiangsu Famous Medical Technology Co., Ltd.","Jiangsu Famous Medical Technology Co., Ltd.",Use dashboard_sponsor_name
"Jiangsu Hansoh Pharmaceutical Co., Ltd.","Jiangsu Hansoh Pharmaceutical Co., Ltd.","Jiangsu Hansoh Pharmaceutical Co., Ltd.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Jiangsu Hansoh Pharmaceutical Co., Ltd.","Jiangsu Hansoh Pharmaceutical Co., Ltd.",Use dashboard_sponsor_name
"Jiangsu HengRui Medicine Co., Ltd.","Jiangsu HengRui Medicine Co., Ltd.","Jiangsu HengRui Medicine Co., Ltd.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Jiangsu HengRui Medicine Co., Ltd.","Jiangsu HengRui Medicine Co., Ltd.",Use dashboard_sponsor_name
"Jiangsu Kanion Pharmaceutical Co., Ltd","Jiangsu Kanion Pharmaceutical Co., Ltd","Jiangsu Kanion Pharmaceutical Co., Ltd",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Jiangsu Kanion Pharmaceutical Co., Ltd","Jiangsu Kanion Pharmaceutical Co., Ltd",Use dashboard_sponsor_name
Jiangsu Pacific Meinuoke Bio Pharmaceutical Co Ltd,Jiangsu Pacific Meinuoke Bio Pharmaceutical Co Ltd,Jiangsu Pacific Meinuoke Bio Pharmaceutical Co Ltd,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Jiangsu Pacific Meinuoke Bio Pharmaceutical Co Ltd,Jiangsu Pacific Meinuoke Bio Pharmaceutical Co Ltd,Use dashboard_sponsor_name
"Jiangsu ProteLight Pharmaceutical & Biotechnology Co., Ltd.","Jiangsu ProteLight Pharmaceutical & Biotechnology Co., Ltd.","Jiangsu ProteLight Pharmaceutical & Biotechnology Co., Ltd.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Jiangsu ProteLight Pharmaceutical & Biotechnology Co., Ltd.","Jiangsu ProteLight Pharmaceutical & Biotechnology Co., Ltd.",Use dashboard_sponsor_name
"Jiangsu Simcere Pharmaceutical Co., Ltd.","Jiangsu Simcere Pharmaceutical Co., Ltd.","Jiangsu Simcere Pharmaceutical Co., Ltd.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Jiangsu Simcere Pharmaceutical Co., Ltd.","Jiangsu Simcere Pharmaceutical Co., Ltd.",Use dashboard_sponsor_name
"Jiangsu vcare pharmaceutical technology co., LTD","Jiangsu vcare pharmaceutical technology co., LTD","Jiangsu vcare pharmaceutical technology co., LTD",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Jiangsu vcare pharmaceutical technology co., LTD","Jiangsu vcare pharmaceutical technology co., LTD",Use dashboard_sponsor_name
"Jianmin Pharmaceutical Group Co., LTD.","Jianmin Pharmaceutical Group Co., LTD.","Jianmin Pharmaceutical Group Co., LTD.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Jianmin Pharmaceutical Group Co., LTD.","Jianmin Pharmaceutical Group Co., LTD.",Use dashboard_sponsor_name
Jilin Venus Haoyue Medtech Limited,Jilin Venus Haoyue Medtech Limited,Jilin Venus Haoyue Medtech Limited,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Jilin Venus Haoyue Medtech Limited,Jilin Venus Haoyue Medtech Limited,Use dashboard_sponsor_name
"Jiuzhitang Maker (Beijing) Cell Technology Co.,Ltd.","Jiuzhitang Maker  Cell Technology Co.,Ltd.","Jiuzhitang Maker  Cell Technology Co.,Ltd.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Jiuzhitang Maker  Cell Technology Co.,Ltd.","Jiuzhitang Maker  Cell Technology Co.,Ltd.",Use dashboard_sponsor_name
Jonathan Sinclair,Jonathan Sinclair,Jonathan Sinclair,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Jonathan Sinclair,Jonathan Sinclair,Use dashboard_sponsor_name
Jordan Collaborating Cardiology Group,Jordan Collaborating Cardiology Group,Jordan Collaborating Cardiology Group,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Jordan Collaborating Cardiology Group,Jordan Collaborating Cardiology Group,Use dashboard_sponsor_name
Josep Rodes-Cabau,Josep Rodes-Cabau,Josep Rodes-Cabau,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Josep Rodes-Cabau,Josep Rodes-Cabau,Use dashboard_sponsor_name
Joslin Diabetes Center,Joslin Diabetes Center,Joslin Diabetes Center,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Joslin Diabetes Center,Joslin Diabetes Center,Use dashboard_sponsor_name
"K36 Therapeutics, Inc.","K36 Therapeutics, Inc.","K36 Therapeutics, Inc.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"K36 Therapeutics, Inc.","K36 Therapeutics, Inc.",Use dashboard_sponsor_name
KBP Biosciences,KBP Biosciences,KBP Biosciences,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,KBP Biosciences,KBP Biosciences,Use dashboard_sponsor_name
Kaken Pharmaceutical,Kaken Pharmaceutical,Kaken Pharmaceutical,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Kaken Pharmaceutical,Kaken Pharmaceutical,Use dashboard_sponsor_name
"KalVista Pharmaceuticals, Ltd.","KalVista Pharmaceuticals, Ltd.","KalVista Pharmaceuticals, Ltd.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"KalVista Pharmaceuticals, Ltd.","KalVista Pharmaceuticals, Ltd.",Use dashboard_sponsor_name
"Kalin Health, LLC","Kalin Health, LLC","Kalin Health, LLC",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Kalin Health, LLC","Kalin Health, LLC",Use dashboard_sponsor_name
Kaneka Corporation,Kaneka Corporation,Kaneka Corporation,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Kaneka Corporation,Kaneka Corporation,Use dashboard_sponsor_name
Kaneka Medical America LLC,Kaneka Medical America LLC,Kaneka Medical America LLC,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Kaneka Medical America LLC,Kaneka Medical America LLC,Use dashboard_sponsor_name
"Kardigan, Inc.","Kardigan, Inc.","Kardigan, Inc.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Kardigan, Inc.","Kardigan, Inc.",Use dashboard_sponsor_name
Kardion Inc,Kardion Inc,Kardion Inc,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Kardion Inc,Kardion Inc,Use dashboard_sponsor_name
Kardium Inc.,Kardium Inc.,Kardium Inc.,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Kardium Inc.,Kardium Inc.,Use dashboard_sponsor_name
Kariya Pharmaceuticals,Kariya Pharmaceuticals,Kariya Pharmaceuticals,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Kariya Pharmaceuticals,Kariya Pharmaceuticals,Use dashboard_sponsor_name
Karyopharm Therapeutics Inc,Karyopharm Therapeutics Inc,Karyopharm Therapeutics Inc,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Karyopharm Therapeutics Inc,Karyopharm Therapeutics Inc,Use dashboard_sponsor_name
Kaydiar Ltd,Kaydiar Ltd,Kaydiar Ltd,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Kaydiar Ltd,Kaydiar Ltd,Use dashboard_sponsor_name
"Kelonia Therapeutics, Inc.","Kelonia Therapeutics, Inc.","Kelonia Therapeutics, Inc.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Kelonia Therapeutics, Inc.","Kelonia Therapeutics, Inc.",Use dashboard_sponsor_name
Kent Imaging Inc,Kent Imaging Inc,Kent Imaging Inc,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Kent Imaging Inc,Kent Imaging Inc,Use dashboard_sponsor_name
Kerecis Ltd.,Kerecis Ltd.,Kerecis Ltd.,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Kerecis Ltd.,Kerecis Ltd.,Use dashboard_sponsor_name
"Kestra Medical Technologies, Inc.","Kestra Medical Technologies, Inc.","Kestra Medical Technologies, Inc.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Kestra Medical Technologies, Inc.","Kestra Medical Technologies, Inc.",Use dashboard_sponsor_name
Keymed Biosciences Co.Ltd,Keymed Biosciences Co.Ltd,Keymed Biosciences Co.Ltd,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Keymed Biosciences Co.Ltd,Keymed Biosciences Co.Ltd,Use dashboard_sponsor_name
Khalid F Alhabib,Khalid F Alhabib,Khalid F Alhabib,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Khalid F Alhabib,Khalid F Alhabib,Use dashboard_sponsor_name
Kinepict Health Ltd.,Kinepict Health Ltd.,Kinepict Health Ltd.,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Kinepict Health Ltd.,Kinepict Health Ltd.,Use dashboard_sponsor_name
"Kissei Pharmaceutical Co., Ltd.","Kissei Pharmaceutical Co., Ltd.","Kissei Pharmaceutical Co., Ltd.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Kissei Pharmaceutical Co., Ltd.","Kissei Pharmaceutical Co., Ltd.",Use dashboard_sponsor_name
Klinikum Klagenfurt am Wörthersee,Klinikum Klagenfurt am Wörthersee,Klinikum Klagenfurt am Wörthersee,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Klinikum Klagenfurt am Wörthersee,Klinikum Klagenfurt am Wörthersee,Use dashboard_sponsor_name
Klini?ki Bolni?ki Centar Zagreb,Klini?ki Bolni?ki Centar Zagreb,Klini?ki Bolni?ki Centar Zagreb,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Klini?ki Bolni?ki Centar Zagreb,Klini?ki Bolni?ki Centar Zagreb,Use dashboard_sponsor_name
Kodiak Sciences Inc,Kodiak Sciences Inc,Kodiak Sciences Inc,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Kodiak Sciences Inc,Kodiak Sciences Inc,Use dashboard_sponsor_name
Korea Ginseng Corporation,Korea Ginseng Corporation,Korea Ginseng Corporation,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Korea Ginseng Corporation,Korea Ginseng Corporation,Use dashboard_sponsor_name
Korea United Pharm. Inc.,Korea United Pharm. Inc.,Korea United Pharm. Inc.,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Korea United Pharm. Inc.,Korea United Pharm. Inc.,Use dashboard_sponsor_name
